impl,size,workers,iter,seconds
openmp_blocked,2000,1,5,3.89
openmp_bt,2000,1,6,5.53
openmp_blocked,2000,1,6,3.92
openmp_bt,2000,1,7,5.51
openmp_blocked,2000,1,7,3.87
openmp_bt,2000,1,8,8.60
openmp_blocked,2000,1,8,3.83
openmp_bt,2000,1,9,5.49
openmp_blocked,2000,1,9,3.87
openmp_bt,2000,1,10,5.59
openmp_blocked,2000,1,10,3.84
openmp_bt,2000,2,1,3.32
openmp_blocked,2000,2,1,5.18
openmp_bt,2000,2,2,3.41
openmp_blocked,2000,2,2,2.67
openmp_bt,2000,2,3,3.61
openmp_blocked,2000,2,3,3.56
openmp_bt,2000,2,4,3.88
openmp_blocked,2000,2,4,3.30
openmp_bt,2000,2,5,4.09
openmp_blocked,2000,2,5,3.37
openmp_bt,2000,2,6,7.04
openmp_blocked,2000,2,6,2.94
openmp_bt,2000,2,7,3.28
openmp_blocked,2000,2,7,2.62
openmp_bt,2000,2,8,3.59
openmp_blocked,2000,2,8,2.83
openmp_bt,2000,2,9,3.40
openmp_blocked,2000,2,9,2.69
openmp_bt,2000,2,10,3.28
openmp_blocked,2000,2,10,2.73
openmp_bt,2000,4,1,2.66
openmp_blocked,2000,4,1,4.79
openmp_bt,2000,4,2,2.71
openmp_blocked,2000,4,2,2.06
openmp_bt,2000,4,3,2.58
openmp_blocked,2000,4,3,1.99
openmp_bt,2000,4,4,2.53
openmp_blocked,2000,4,4,2.08
openmp_bt,2000,4,5,3.22
openmp_blocked,2000,4,5,2.66
openmp_bt,2000,4,6,3.20
openmp_blocked,2000,4,6,2.34
openmp_bt,2000,4,7,3.08
openmp_blocked,2000,4,7,5.15
openmp_bt,2000,4,8,2.82
openmp_blocked,2000,4,8,1.97
openmp_bt,2000,4,9,2.49
openmp_blocked,2000,4,9,2.04
openmp_bt,2000,4,10,2.61
openmp_blocked,2000,4,10,2.04
openmp_bt,2000,8,1,2.46
openmp_blocked,2000,8,1,1.66
openmp_bt,2000,8,2,2.55
openmp_blocked,2000,8,2,1.64
openmp_bt,2000,8,3,2.45
openmp_blocked,2000,8,3,1.64
openmp_bt,2000,8,4,2.39
openmp_blocked,2000,8,4,1.71
openmp_bt,2000,8,5,5.19
openmp_blocked,2000,8,5,1.70
openmp_bt,2000,8,6,2.41
openmp_blocked,2000,8,6,1.65
openmp_bt,2000,8,7,2.42
openmp_blocked,2000,8,7,1.67
openmp_bt,2000,8,8,2.39
openmp_blocked,2000,8,8,1.66
openmp_bt,2000,8,9,2.52
openmp_blocked,2000,8,9,1.62
openmp_bt,2000,8,10,2.42
openmp_blocked,2000,8,10,1.86
openmp_bt,2000,16,1,2.47
openmp_blocked,2000,16,1,1.64
openmp_bt,2000,16,2,2.41
openmp_blocked,2000,16,2,4.36
openmp_bt,2000,16,3,2.61
openmp_blocked,2000,16,3,1.69
openmp_bt,2000,16,4,2.43
openmp_blocked,2000,16,4,1.65
openmp_bt,2000,16,5,2.47
openmp_blocked,2000,16,5,1.66
openmp_bt,2000,16,6,2.48
openmp_blocked,2000,16,6,1.66
openmp_bt,2000,16,7,2.36
openmp_blocked,2000,16,7,1.69
openmp_bt,2000,16,8,2.48
openmp_blocked,2000,16,8,1.63
openmp_bt,2000,16,9,2.44
openmp_blocked,2000,16,9,1.65
openmp_bt,2000,16,10,2.45
openmp_blocked,2000,16,10,4.42
openmp_bt,2000,32,1,2.57
openmp_blocked,2000,32,1,1.64
openmp_bt,2000,32,2,2.45
openmp_blocked,2000,32,2,1.69
openmp_bt,2000,32,3,2.48
openmp_blocked,2000,32,3,1.64
openmp_bt,2000,32,4,2.43
openmp_blocked,2000,32,4,1.61
openmp_bt,2000,32,5,2.48
openmp_blocked,2000,32,5,1.64
openmp_bt,2000,32,6,2.40
openmp_blocked,2000,32,6,1.64
openmp_bt,2000,32,7,2.50
openmp_blocked,2000,32,7,1.67
openmp_bt,2000,32,8,5.32
openmp_blocked,2000,32,8,1.72
openmp_bt,2000,32,9,3.08
openmp_blocked,2000,32,9,1.85
openmp_bt,2000,32,10,2.45
openmp_blocked,2000,32,10,1.64
openmp_bt,2400,1,1,10.63
openmp_blocked,2400,1,1,6.63
openmp_bt,2400,1,2,11.79
openmp_blocked,2400,1,2,6.82
openmp_bt,2400,1,3,9.01
openmp_blocked,2400,1,3,6.73
openmp_bt,2400,1,4,11.72
openmp_blocked,2400,1,4,6.85
openmp_bt,2400,1,5,8.99
openmp_blocked,2400,1,5,7.01
openmp_bt,2400,1,6,11.60
openmp_blocked,2400,1,6,6.61
openmp_bt,2400,1,7,9.53
openmp_blocked,2400,1,7,6.81
openmp_bt,2400,1,8,11.92
openmp_blocked,2400,1,8,6.78
openmp_bt,2400,1,9,9.76
openmp_blocked,2400,1,9,7.46
openmp_bt,2400,1,10,13.89
openmp_blocked,2400,1,10,8.59
openmp_bt,2400,2,1,5.72
openmp_blocked,2400,2,1,4.66
openmp_bt,2400,2,2,8.93
openmp_blocked,2400,2,2,4.61
openmp_bt,2400,2,3,6.22
openmp_blocked,2400,2,3,4.79
openmp_bt,2400,2,4,5.81
openmp_blocked,2400,2,4,4.65
openmp_bt,2400,2,5,8.42
openmp_blocked,2400,2,5,5.70
openmp_bt,2400,2,6,6.96
openmp_blocked,2400,2,6,6.00
openmp_bt,2400,2,7,6.46
openmp_blocked,2400,2,7,6.86
openmp_bt,2400,2,8,6.64
openmp_blocked,2400,2,8,4.79
openmp_bt,2400,2,9,6.13
openmp_blocked,2400,2,9,4.77
openmp_bt,2400,2,10,5.86
openmp_blocked,2400,2,10,6.91
openmp_bt,2400,4,1,4.70
openmp_blocked,2400,4,1,3.54
openmp_bt,2400,4,2,4.88
openmp_blocked,2400,4,2,3.37
openmp_bt,2400,4,3,4.77
openmp_blocked,2400,4,3,3.36
openmp_bt,2400,4,4,4.67
openmp_blocked,2400,4,4,5.59
openmp_bt,2400,4,5,4.73
openmp_blocked,2400,4,5,3.40
openmp_bt,2400,4,6,4.50
openmp_blocked,2400,4,6,3.46
openmp_bt,2400,4,7,4.61
openmp_blocked,2400,4,7,3.44
openmp_bt,2400,4,8,4.55
openmp_blocked,2400,4,8,5.72
openmp_bt,2400,4,9,4.73
openmp_blocked,2400,4,9,3.43
openmp_bt,2400,4,10,4.60
openmp_blocked,2400,4,10,3.34
openmp_bt,2400,8,1,4.40
openmp_blocked,2400,8,1,2.73
openmp_bt,2400,8,2,4.45
openmp_blocked,2400,8,2,5.16
openmp_bt,2400,8,3,4.56
openmp_blocked,2400,8,3,2.86
openmp_bt,2400,8,4,4.37
openmp_blocked,2400,8,4,2.72
openmp_bt,2400,8,5,4.55
openmp_blocked,2400,8,5,2.81
openmp_bt,2400,8,6,4.43
openmp_blocked,2400,8,6,2.72
openmp_bt,2400,8,7,7.11
openmp_blocked,2400,8,7,2.93
openmp_bt,2400,8,8,4.53
openmp_blocked,2400,8,8,2.74
openmp_bt,2400,8,9,4.38
openmp_blocked,2400,8,9,2.72
openmp_bt,2400,8,10,4.43
openmp_blocked,2400,8,10,2.71
openmp_bt,2400,16,1,4.42
openmp_blocked,2400,16,1,5.22
openmp_bt,2400,16,2,4.73
openmp_blocked,2400,16,2,3.00
openmp_bt,2400,16,3,5.17
openmp_blocked,2400,16,3,3.72
openmp_bt,2400,16,4,4.46
openmp_blocked,2400,16,4,2.78
openmp_bt,2400,16,5,4.41
openmp_blocked,2400,16,5,5.37
openmp_bt,2400,16,6,4.82
openmp_blocked,2400,16,6,3.02
openmp_bt,2400,16,7,4.51
openmp_blocked,2400,16,7,2.77
openmp_bt,2400,16,8,4.37
openmp_blocked,2400,16,8,2.80
openmp_bt,2400,16,9,4.49
openmp_blocked,2400,16,9,2.72
openmp_bt,2400,16,10,6.79
openmp_blocked,2400,16,10,2.95
openmp_bt,2400,32,1,4.54
openmp_blocked,2400,32,1,2.83
openmp_bt,2400,32,2,4.41
openmp_blocked,2400,32,2,2.75
openmp_bt,2400,32,3,4.38
openmp_blocked,2400,32,3,2.77
openmp_bt,2400,32,4,4.42
openmp_blocked,2400,32,4,5.31
openmp_bt,2400,32,5,4.83
openmp_blocked,2400,32,5,2.81
openmp_bt,2400,32,6,4.33
openmp_blocked,2400,32,6,3.17
openmp_bt,2400,32,7,4.66
openmp_blocked,2400,32,7,3.15
openmp_bt,2400,32,8,4.66
openmp_blocked,2400,32,8,5.31
openmp_bt,2400,32,9,4.58
openmp_blocked,2400,32,9,2.91
openmp_bt,2400,32,10,4.40
openmp_blocked,2400,32,10,2.79
openmp_bt,3000,1,1,20.41
openmp_blocked,3000,1,1,13.17
openmp_bt,3000,1,2,17.52
openmp_blocked,3000,1,2,15.46
openmp_bt,3000,1,3,18.40
openmp_blocked,3000,1,3,15.70
openmp_bt,3000,1,4,17.64
openmp_blocked,3000,1,4,15.10
openmp_bt,3000,1,5,19.76
openmp_blocked,3000,1,5,17.13
openmp_bt,3000,1,6,22.70
openmp_blocked,3000,1,6,12.81
openmp_bt,3000,1,7,17.18
openmp_blocked,3000,1,7,14.84
openmp_bt,3000,1,8,17.17
openmp_blocked,3000,1,8,15.01
openmp_bt,3000,1,9,17.13
openmp_blocked,3000,1,9,14.96
openmp_bt,3000,1,10,17.21
openmp_blocked,3000,1,10,14.88
openmp_bt,3000,2,1,11.13
openmp_blocked,3000,2,1,8.51
openmp_bt,3000,2,2,13.20
openmp_blocked,3000,2,2,8.67
openmp_bt,3000,2,3,10.88
openmp_blocked,3000,2,3,8.51
openmp_bt,3000,2,4,13.21
openmp_blocked,3000,2,4,8.55
openmp_bt,3000,2,5,13.10
openmp_blocked,3000,2,5,12.77
openmp_bt,3000,2,6,11.13
openmp_blocked,3000,2,6,8.39
openmp_bt,3000,2,7,13.52
openmp_blocked,3000,2,7,8.64
openmp_bt,3000,2,8,11.04
openmp_blocked,3000,2,8,10.82
openmp_bt,3000,2,9,10.96
openmp_blocked,3000,2,9,8.52
openmp_bt,3000,2,10,13.29
openmp_blocked,3000,2,10,8.67
openmp_bt,3000,4,1,8.72
openmp_blocked,3000,4,1,6.26
openmp_bt,3000,4,2,12.47
openmp_blocked,3000,4,2,7.16
openmp_bt,3000,4,3,8.71
openmp_blocked,3000,4,3,6.21
openmp_bt,3000,4,4,11.82
openmp_blocked,3000,4,4,6.21
openmp_bt,3000,4,5,8.61
openmp_blocked,3000,4,5,6.37
openmp_bt,3000,4,6,11.65
openmp_blocked,3000,4,6,6.25
openmp_bt,3000,4,7,8.77
openmp_blocked,3000,4,7,6.21
openmp_bt,3000,4,8,9.30
openmp_blocked,3000,4,8,8.77
openmp_bt,3000,4,9,8.56
openmp_blocked,3000,4,9,6.12
openmp_bt,3000,4,10,8.42
openmp_blocked,3000,4,10,9.27
openmp_bt,3000,8,1,8.25
openmp_blocked,3000,8,1,4.81
openmp_bt,3000,8,2,7.97
openmp_blocked,3000,8,2,4.91
openmp_bt,3000,8,3,11.30
openmp_blocked,3000,8,3,4.97
openmp_bt,3000,8,4,7.74
openmp_blocked,3000,8,4,4.85
openmp_bt,3000,8,5,8.04
openmp_blocked,3000,8,5,8.07
openmp_bt,3000,8,6,8.40
openmp_blocked,3000,8,6,4.79
openmp_bt,3000,8,7,7.76
openmp_blocked,3000,8,7,4.93
openmp_bt,3000,8,8,11.33
openmp_blocked,3000,8,8,4.91
openmp_bt,3000,8,9,7.91
openmp_blocked,3000,8,9,4.84
openmp_bt,3000,8,10,9.12
openmp_blocked,3000,8,10,8.78
openmp_bt,3000,16,1,9.07
openmp_blocked,3000,16,1,6.52
openmp_bt,3000,16,2,9.76
openmp_blocked,3000,16,2,9.15
openmp_bt,3000,16,3,8.36
openmp_blocked,3000,16,3,4.92
openmp_bt,3000,16,4,8.07
openmp_blocked,3000,16,4,4.84
openmp_bt,3000,16,5,11.52
openmp_blocked,3000,16,5,5.00
openmp_bt,3000,16,6,8.04
openmp_blocked,3000,16,6,4.85
openmp_bt,3000,16,7,11.31
openmp_blocked,3000,16,7,5.14
openmp_bt,3000,16,8,8.90
openmp_blocked,3000,16,8,5.23
openmp_bt,3000,16,9,8.13
openmp_blocked,3000,16,9,7.57
openmp_bt,3000,16,10,8.22
openmp_blocked,3000,16,10,4.93
openmp_bt,3000,32,1,8.22
openmp_blocked,3000,32,1,4.94
openmp_bt,3000,32,2,11.87
openmp_blocked,3000,32,2,5.56
openmp_bt,3000,32,3,8.59
openmp_blocked,3000,32,3,5.09
openmp_bt,3000,32,4,8.07
openmp_blocked,3000,32,4,6.67
openmp_bt,3000,32,5,8.01
openmp_blocked,3000,32,5,4.91
openmp_bt,3000,32,6,8.14
openmp_blocked,3000,32,6,5.26
openmp_bt,3000,32,7,12.27
openmp_blocked,3000,32,7,5.54
openmp_bt,3000,32,8,8.48
openmp_blocked,3000,32,8,5.05
openmp_bt,3000,32,9,9.58
openmp_blocked,3000,32,9,4.95
openmp_bt,3000,32,10,8.56
openmp_blocked,3000,32,10,5.02
openmp_bt,4000,1,1,43.93
openmp_blocked,4000,1,1,30.84
openmp_bt,4000,1,2,41.29
openmp_blocked,4000,1,2,31.42
openmp_bt,4000,1,3,40.95
openmp_blocked,4000,1,3,31.19
openmp_bt,4000,1,4,44.77
openmp_blocked,4000,1,4,28.18
openmp_bt,4000,1,5,44.31
openmp_blocked,4000,1,5,31.59
openmp_bt,4000,1,6,40.82
openmp_blocked,4000,1,6,31.77
openmp_bt,4000,1,7,40.63
openmp_blocked,4000,1,7,31.55
openmp_bt,4000,1,8,41.17
openmp_blocked,4000,1,8,31.69
openmp_bt,4000,1,9,41.64
openmp_blocked,4000,1,9,31.57
openmp_bt,4000,1,10,40.70
openmp_blocked,4000,1,10,32.52
openmp_bt,4000,2,1,28.26
openmp_blocked,4000,2,1,19.50
openmp_bt,4000,2,2,28.31
openmp_blocked,4000,2,2,22.12
openmp_bt,4000,2,3,28.72
openmp_blocked,4000,2,3,19.14
openmp_bt,4000,2,4,28.83
openmp_blocked,4000,2,4,22.34
openmp_bt,4000,2,5,25.26
openmp_blocked,4000,2,5,26.97
openmp_bt,4000,2,6,28.26
openmp_blocked,4000,2,6,19.45
openmp_bt,4000,2,7,28.26
openmp_blocked,4000,2,7,22.94
openmp_bt,4000,2,8,28.34
openmp_blocked,4000,2,8,19.39
openmp_bt,4000,2,9,29.30
openmp_blocked,4000,2,9,23.03
openmp_bt,4000,2,10,25.98
openmp_blocked,4000,2,10,23.70
openmp_bt,4000,4,1,20.90
openmp_blocked,4000,4,1,20.00
openmp_bt,4000,4,2,23.50
openmp_blocked,4000,4,2,14.26
openmp_bt,4000,4,3,22.25
openmp_blocked,4000,4,3,14.59
openmp_bt,4000,4,4,24.19
openmp_blocked,4000,4,4,18.03
openmp_bt,4000,4,5,26.47
openmp_blocked,4000,4,5,18.87
openmp_bt,4000,4,6,21.15
openmp_blocked,4000,4,6,17.25
openmp_bt,4000,4,7,20.66
openmp_blocked,4000,4,7,17.34
openmp_bt,4000,4,8,20.73
openmp_blocked,4000,4,8,15.91
openmp_bt,4000,4,9,23.61
openmp_blocked,4000,4,9,16.93
openmp_bt,4000,4,10,20.50
openmp_blocked,4000,4,10,17.42
openmp_bt,4000,8,1,19.83
openmp_blocked,4000,8,1,14.24
openmp_bt,4000,8,2,19.69
openmp_blocked,4000,8,2,14.39
openmp_bt,4000,8,3,20.21
openmp_blocked,4000,8,3,14.77
openmp_bt,4000,8,4,23.78
openmp_blocked,4000,8,4,15.82
openmp_bt,4000,8,5,20.19
openmp_blocked,4000,8,5,14.27
openmp_bt,4000,8,6,21.10
openmp_blocked,4000,8,6,14.44
openmp_bt,4000,8,7,20.12
openmp_blocked,4000,8,7,14.27
openmp_bt,4000,8,8,22.17
openmp_blocked,4000,8,8,17.52
openmp_bt,4000,8,9,25.28
openmp_blocked,4000,8,9,14.11
openmp_bt,4000,8,10,26.08
openmp_blocked,4000,8,10,12.31
openmp_bt,4000,16,1,23.92
openmp_blocked,4000,16,1,11.61
openmp_bt,4000,16,2,23.39
openmp_blocked,4000,16,2,13.69
openmp_bt,4000,16,3,25.41
openmp_blocked,4000,16,3,13.97
openmp_bt,4000,16,4,26.42
openmp_blocked,4000,16,4,13.90
openmp_bt,4000,16,5,25.12
openmp_blocked,4000,16,5,11.70
openmp_bt,4000,16,6,24.45
openmp_blocked,4000,16,6,11.53
openmp_bt,4000,16,7,22.91
openmp_blocked,4000,16,7,11.85
openmp_bt,4000,16,8,23.13
openmp_blocked,4000,16,8,11.52
openmp_bt,4000,16,9,22.96
openmp_blocked,4000,16,9,11.55
openmp_bt,4000,16,10,22.81
openmp_blocked,4000,16,10,12.74
openmp_bt,4000,32,1,25.05
openmp_blocked,4000,32,1,13.86
openmp_bt,4000,32,2,24.00
openmp_blocked,4000,32,2,12.12
openmp_bt,4000,32,3,23.52
openmp_blocked,4000,32,3,11.44
openmp_bt,4000,32,4,23.34
openmp_blocked,4000,32,4,11.48
openmp_bt,4000,32,5,23.19
openmp_blocked,4000,32,5,11.49
openmp_bt,4000,32,6,23.01
openmp_blocked,4000,32,6,11.35
openmp_bt,4000,32,7,23.19
openmp_blocked,4000,32,7,11.54
openmp_bt,4000,32,8,22.59
openmp_blocked,4000,32,8,11.38
openmp_bt,4000,32,9,23.40
openmp_blocked,4000,32,9,11.54
openmp_bt,4000,32,10,24.13
openmp_blocked,4000,32,10,11.52
